Location,Date,Year,Month,NewCases,NewDeaths,HospitalPatients,Vaccinations
Finland,04/03/2020 00:00,2020,March,0,,,
France,04/03/2020 00:00,2020,March,76,0,,
Germany,04/03/2020 00:00,2020,March,66,,,
Greece,04/03/2020 00:00,2020,March,2,,,
Hungary,04/03/2020 00:00,2020,March,2,,2,
Iceland,04/03/2020 00:00,2020,March,15,,0,
Ireland,04/03/2020 00:00,2020,March,4,,,
Italy,04/03/2020 00:00,2020,March,587,28,1641,
Latvia,04/03/2020 00:00,2020,March,0,,,
Liechtenstein,04/03/2020 00:00,2020,March,1,,,
Lithuania,04/03/2020 00:00,2020,March,0,,,
Luxembourg,04/03/2020 00:00,2020,March,0,,,
Mexico,04/03/2020 00:00,2020,March,0,,,
Monaco,04/03/2020 00:00,2020,March,0,,,
Netherlands,04/03/2020 00:00,2020,March,14,,53,
North Macedonia,04/03/2020 00:00,2020,March,0,,,
Norway,04/03/2020 00:00,2020,March,24,,,
Poland,04/03/2020 00:00,2020,March,1,,,
Portugal,04/03/2020 00:00,2020,March,3,,0,
Romania,04/03/2020 00:00,2020,March,1,,,
Russia,04/03/2020 00:00,2020,March,0,,,
San Marino,04/03/2020 00:00,2020,March,6,0,,
Spain,04/03/2020 00:00,2020,March,57,1,,
Sweden,04/03/2020 00:00,2020,March,30,,3,
Switzerland,04/03/2020 00:00,2020,March,34,,,
Ukraine,04/03/2020 00:00,2020,March,0,,,
United Kingdom,04/03/2020 00:00,2020,March,57,,,
United States,04/03/2020 00:00,2020,March,33,4,,
Andorra,05/03/2020 00:00,2020,March,0,,,
Argentina,05/03/2020 00:00,2020,March,0,,,
Austria,05/03/2020 00:00,2020,March,12,,,
Belarus,05/03/2020 00:00,2020,March,0,,,
Belgium,05/03/2020 00:00,2020,March,27,,,
Bosnia and Herzegovina,05/03/2020 00:00,2020,March,2,,,
Brazil,05/03/2020 00:00,2020,March,0,,,
Canada,05/03/2020 00:00,2020,March,4,,,
Chile,05/03/2020 00:00,2020,March,3,,,
Croatia,05/03/2020 00:00,2020,March,0,,,
Czechia,05/03/2020 00:00,2020,March,4,,0,
Denmark,05/03/2020 00:00,2020,March,0,,,
Dominican Republic,05/03/2020 00:00,2020,March,0,,,
Ecuador,05/03/2020 00:00,2020,March,3,,,
Estonia,05/03/2020 00:00,2020,March,1,,1,
Finland,05/03/2020 00:00,2020,March,6,,,
France,05/03/2020 00:00,2020,March,138,3,,
Germany,05/03/2020 00:00,2020,March,220,,,
Greece,05/03/2020 00:00,2020,March,22,,,
Hungary,05/03/2020 00:00,2020,March,0,,4,
Iceland,05/03/2020 00:00,2020,March,8,,1,
Ireland,05/03/2020 00:00,2020,March,0,,,
Italy,05/03/2020 00:00,2020,March,769,41,2141,
Latvia,05/03/2020 00:00,2020,March,0,,,
Liechtenstein,05/03/2020 00:00,2020,March,0,,,
Lithuania,05/03/2020 00:00,2020,March,0,,,
Luxembourg,05/03/2020 00:00,2020,March,0,,,
Mexico,05/03/2020 00:00,2020,March,0,,,
Monaco,05/03/2020 00:00,2020,March,0,,,
Netherlands,05/03/2020 00:00,2020,March,44,,65,
North Macedonia,05/03/2020 00:00,2020,March,0,,,
Norway,05/03/2020 00:00,2020,March,31,,,
Poland,05/03/2020 00:00,2020,March,0,,,
Portugal,05/03/2020 00:00,2020,March,3,,0,
Romania,05/03/2020 00:00,2020,March,2,,,
Russia,05/03/2020 00:00,2020,March,1,,,
San Marino,05/03/2020 00:00,2020,March,5,0,,
Slovenia,05/03/2020 00:00,2020,March,2,,,
Spain,05/03/2020 00:00,2020,March,37,1,,
Sweden,05/03/2020 00:00,2020,March,25,,6,
Switzerland,05/03/2020 00:00,2020,March,24,1,,
Ukraine,05/03/2020 00:00,2020,March,0,,,
United Kingdom,05/03/2020 00:00,2020,March,49,,,
United States,05/03/2020 00:00,2020,March,77,1,,
Andorra,06/03/2020 00:00,2020,March,0,,,
Argentina,06/03/2020 00:00,2020,March,1,,,
Austria,06/03/2020 00:00,2020,March,14,,,
Belarus,06/03/2020 00:00,2020,March,0,,,
Belgium,06/03/2020 00:00,2020,March,59,,,
Bosnia and Herzegovina,06/03/2020 00:00,2020,March,0,,,
Brazil,06/03/2020 00:00,2020,March,9,,,
Canada,06/03/2020 00:00,2020,March,12,,,
Chile,06/03/2020 00:00,2020,March,0,,,
Colombia,06/03/2020 00:00,2020,March,1,,,
Costa Rica,06/03/2020 00:00,2020,March,1,,,
Croatia,06/03/2020 00:00,2020,March,1,,,
Czechia,06/03/2020 00:00,2020,March,6,,0,
Denmark,06/03/2020 00:00,2020,March,13,,,
Dominican Republic,06/03/2020 00:00,2020,March,1,,,
Ecuador,06/03/2020 00:00,2020,March,0,,,
Estonia,06/03/2020 00:00,2020,March,7,,1,
Finland,06/03/2020 00:00,2020,March,3,,,
France,06/03/2020 00:00,2020,March,190,2,,
Germany,06/03/2020 00:00,2020,March,188,,,
Greece,06/03/2020 00:00,2020,March,14,,,
Hungary,06/03/2020 00:00,2020,March,0,,4,
Iceland,06/03/2020 00:00,2020,March,9,,1,
Ireland,06/03/2020 00:00,2020,March,12,,,
Italy,06/03/2020 00:00,2020,March,778,49,2856,
Latvia,06/03/2020 00:00,2020,March,0,,,
Liechtenstein,06/03/2020 00:00,2020,March,0,,,
Lithuania,06/03/2020 00:00,2020,March,0,,,
Luxembourg,06/03/2020 00:00,2020,March,1,,,
Mexico,06/03/2020 00:00,2020,March,1,,,
Monaco,06/03/2020 00:00,2020,March,0,,,
Netherlands,06/03/2020 00:00,2020,March,46,1,77,
North Macedonia,06/03/2020 00:00,2020,March,2,,,
Norway,06/03/2020 00:00,2020,March,21,,,
Peru,06/03/2020 00:00,2020,March,1,,,
Poland,06/03/2020 00:00,2020,March,4,,,
Portugal,06/03/2020 00:00,2020,March,5,,0,
Romania,06/03/2020 00:00,2020,March,3,,,
Russia,06/03/2020 00:00,2020,March,9,,,
San Marino,06/03/2020 00:00,2020,March,0,0,,
Serbia,06/03/2020 00:00,2020,March,1,,,
Slovakia,06/03/2020 00:00,2020,March,1,,,
Slovenia,06/03/2020 00:00,2020,March,5,,,
Spain,06/03/2020 00:00,2020,March,141,2,,
Sweden,06/03/2020 00:00,2020,March,59,,7,
Switzerland,06/03/2020 00:00,2020,March,100,0,,
Ukraine,06/03/2020 00:00,2020,March,0,,,
United Kingdom,06/03/2020 00:00,2020,March,79,1,,
United States,06/03/2020 00:00,2020,March,53,2,,
Vatican,06/03/2020 00:00,2020,March,1,,,
Andorra,07/03/2020 00:00,2020,March,0,,,
Argentina,07/03/2020 00:00,2020,March,6,,,
Austria,07/03/2020 00:00,2020,March,24,,,
Belarus,07/03/2020 00:00,2020,March,0,,,
Belgium,07/03/2020 00:00,2020,March,60,,,
Bosnia and Herzegovina,07/03/2020 00:00,2020,March,1,,,
Brazil,07/03/2020 00:00,2020,March,0,,,
Canada,07/03/2020 00:00,2020,March,5,,,
Chile,07/03/2020 00:00,2020,March,0,,,
Colombia,07/03/2020 00:00,2020,March,0,,,
Costa Rica,07/03/2020 00:00,2020,March,0,,,
Croatia,07/03/2020 00:00,2020,March,1,,,
Czechia,07/03/2020 00:00,2020,March,1,,0,
Denmark,07/03/2020 00:00,2020,March,0,,,
Dominican Republic,07/03/2020 00:00,2020,March,0,,,
Ecuador,07/03/2020 00:00,2020,March,0,,,
Estonia,07/03/2020 00:00,2020,March,0,,1,
Finland,07/03/2020 00:00,2020,March,0,,,
France,07/03/2020 00:00,2020,March,332,7,,
Germany,07/03/2020 00:00,2020,March,129,,,
Greece,07/03/2020 00:00,2020,March,1,,,
Hungary,07/03/2020 00:00,2020,March,2,,5,
Iceland,07/03/2020 00:00,2020,March,7,,1,
Ireland,07/03/2020 00:00,2020,March,0,,18,
Italy,07/03/2020 00:00,2020,March,1247,36,3218,
Latvia,07/03/2020 00:00,2020,March,0,,,
Liechtenstein,07/03/2020 00:00,2020,March,0,,,
Lithuania,07/03/2020 00:00,2020,March,0,,,
Luxembourg,07/03/2020 00:00,2020,March,0,,,
Malta,07/03/2020 00:00,2020,March,3,,,
Mexico,07/03/2020 00:00,2020,March,0,,,
Monaco,07/03/2020 00:00,2020,March,0,,,
Netherlands,07/03/2020 00:00,2020,March,60,0,93,
North Macedonia,07/03/2020 00:00,2020,March,0,,,
Norway,07/03/2020 00:00,2020,March,39,,,
Peru,07/03/2020 00:00,2020,March,0,,,
Poland,07/03/2020 00:00,2020,March,0,,,
Portugal,07/03/2020 00:00,2020,March,7,,0,
Romania,07/03/2020 00:00,2020,March,0,,,
Russia,07/03/2020 00:00,2020,March,0,,,
San Marino,07/03/2020 00:00,2020,March,2,0,,
Serbia,07/03/2020 00:00,2020,March,0,,,
Slovakia,07/03/2020 00:00,2020,March,0,,,
Slovenia,07/03/2020 00:00,2020,March,0,,,
Spain,07/03/2020 00:00,2020,March,100,5,,
Sweden,07/03/2020 00:00,2020,March,33,,7,
Switzerland,07/03/2020 00:00,2020,March,54,0,,
Ukraine,07/03/2020 00:00,2020,March,0,,,
United Kingdom,07/03/2020 00:00,2020,March,55,1,,
United States,07/03/2020 00:00,2020,March,166,3,,
Vatican,07/03/2020 00:00,2020,March,0,,,
Andorra,08/03/2020 00:00,2020,March,0,,,
Argentina,08/03/2020 00:00,2020,March,4,1,,
Austria,08/03/2020 00:00,2020,March,25,,,
Belarus,08/03/2020 00:00,2020,March,0,,,
Belgium,08/03/2020 00:00,2020,March,31,,,
Bosnia and Herzegovina,08/03/2020 00:00,2020,March,0,,,
Brazil,08/03/2020 00:00,2020,March,7,,,
Bulgaria,08/03/2020 00:00,2020,March,4,,,
Canada,08/03/2020 00:00,2020,March,10,,,
Chile,08/03/2020 00:00,2020,March,7,,,
Colombia,08/03/2020 00:00,2020,March,0,,,
Costa Rica,08/03/2020 00:00,2020,March,4,,,
Croatia,08/03/2020 00:00,2020,March,0,,,
Czechia,08/03/2020 00:00,2020,March,12,,0,
Denmark,08/03/2020 00:00,2020,March,13,,,
Dominican Republic,08/03/2020 00:00,2020,March,3,,,
Ecuador,08/03/2020 00:00,2020,March,1,,,
Estonia,08/03/2020 00:00,2020,March,0,,1,
Finland,08/03/2020 00:00,2020,March,8,,,
France,08/03/2020 00:00,2020,March,177,3,,
Germany,08/03/2020 00:00,2020,March,241,,,
Greece,08/03/2020 00:00,2020,March,27,,,
Hungary,08/03/2020 00:00,2020,March,3,,7,
Iceland,08/03/2020 00:00,2020,March,0,,1,
Ireland,08/03/2020 00:00,2020,March,1,,17,
Italy,08/03/2020 00:00,2020,March,1492,133,4207,
Latvia,08/03/2020 00:00,2020,March,1,,,
Liechtenstein,08/03/2020 00:00,2020,March,0,,,
Lithuania,08/03/2020 00:00,2020,March,0,,,
Luxembourg,08/03/2020 00:00,2020,March,1,,,
Malta,08/03/2020 00:00,2020,March,0,,,
Mexico,08/03/2020 00:00,2020,March,1,,,
Moldova,08/03/2020 00:00,2020,March,1,,,
Monaco,08/03/2020 00:00,2020,March,0,,,
Netherlands,08/03/2020 00:00,2020,March,77,2,108,
North Macedonia,08/03/2020 00:00,2020,March,0,,,
Norway,08/03/2020 00:00,2020,March,29,,0,
Paraguay,08/03/2020 00:00,2020,March,1,,,
Peru,08/03/2020 00:00,2020,March,5,,,
Poland,08/03/2020 00:00,2020,March,6,,,
Portugal,08/03/2020 00:00,2020,March,10,,0,
Romania,08/03/2020 00:00,2020,March,6,,,
Russia,08/03/2020 00:00,2020,March,4,,,
San Marino,08/03/2020 00:00,2020,March,13,0,,
Serbia,08/03/2020 00:00,2020,March,0,,,
Slovakia,08/03/2020 00:00,2020,March,2,,,
Slovenia,08/03/2020 00:00,2020,March,9,,,
Spain,08/03/2020 00:00,2020,March,173,7,,
Sweden,08/03/2020 00:00,2020,March,46,,7,
Switzerland,08/03/2020 00:00,2020,March,69,1,,
Ukraine,08/03/2020 00:00,2020,March,0,,,
United Kingdom,08/03/2020 00:00,2020,March,54,0,,
United States,08/03/2020 00:00,2020,March,116,4,,
Vatican,08/03/2020 00:00,2020,March,0,,,
Albania,09/03/2020 00:00,2020,March,2,,,
Andorra,09/03/2020 00:00,2020,March,0,,,
Argentina,09/03/2020 00:00,2020,March,0,0,,
Austria,09/03/2020 00:00,2020,March,27,,,
Belarus,09/03/2020 00:00,2020,March,0,,,
Belgium,09/03/2020 00:00,2020,March,39,,,
Bosnia and Herzegovina,09/03/2020 00:00,2020,March,0,,,
Brazil,09/03/2020 00:00,2020,March,5,,,
Bulgaria,09/03/2020 00:00,2020,March,0,,,
Canada,09/03/2020 00:00,2020,March,13,1,4,
Chile,09/03/2020 00:00,2020,March,0,,,
Colombia,09/03/2020 00:00,2020,March,0,,,
Costa Rica,09/03/2020 00:00,2020,March,4,,,
Croatia,09/03/2020 00:00,2020,March,0,,,
Cyprus,09/03/2020 00:00,2020,March,2,,0,
Czechia,09/03/2020 00:00,2020,March,0,,0,
Denmark,09/03/2020 00:00,2020,March,55,,,
Dominican Republic,09/03/2020 00:00,2020,March,0,,,
Ecuador,09/03/2020 00:00,2020,March,1,,,
Estonia,09/03/2020 00:00,2020,March,0,,1,
Finland,09/03/2020 00:00,2020,March,7,,,
France,09/03/2020 00:00,2020,March,286,6,,
Germany,09/03/2020 00:00,2020,March,136,2,,
Greece,09/03/2020 00:00,2020,March,0,,,
Hungary,09/03/2020 00:00,2020,March,2,,9,
Iceland,09/03/2020 00:00,2020,March,8,,1,
Ireland,09/03/2020 00:00,2020,March,2,,18,
Italy,09/03/2020 00:00,2020,March,1797,97,5049,
Latvia,09/03/2020 00:00,2020,March,4,,,
Liechtenstein,09/03/2020 00:00,2020,March,0,,,
Lithuania,09/03/2020 00:00,2020,March,0,,,
Luxembourg,09/03/2020 00:00,2020,March,0,,,
Malta,09/03/2020 00:00,2020,March,0,,,
Mexico,09/03/2020 00:00,2020,March,0,,,
Moldova,09/03/2020 00:00,2020,March,0,,,
Monaco,09/03/2020 00:00,2020,March,0,,,
Netherlands,09/03/2020 00:00,2020,March,56,0,141,
North Macedonia,09/03/2020 00:00,2020,March,0,,,
Norway,09/03/2020 00:00,2020,March,29,,2,
Paraguay,09/03/2020 00:00,2020,March,0,,,
Peru,09/03/2020 00:00,2020,March,1,,,
Poland,09/03/2020 00:00,2020,March,5,,,
Portugal,09/03/2020 00:00,2020,March,0,,0,
Romania,09/03/2020 00:00,2020,March,0,,,
Russia,09/03/2020 00:00,2020,March,0,,,
San Marino,09/03/2020 00:00,2020,March,0,0,,
Serbia,09/03/2020 00:00,2020,March,0,,,
Slovakia,09/03/2020 00:00,2020,March,0,,,
Slovenia,09/03/2020 00:00,2020,March,0,,,
Spain,09/03/2020 00:00,2020,March,400,11,,
Sweden,09/03/2020 00:00,2020,March,101,,10,
Switzerland,09/03/2020 00:00,2020,March,37,0,,
Ukraine,09/03/2020 00:00,2020,March,0,,,
United Kingdom,09/03/2020 00:00,2020,March,147,1,,
United States,09/03/2020 00:00,2020,March,75,1,,
Vatican,09/03/2020 00:00,2020,March,0,,,
Albania,10/03/2020 00:00,2020,March,8,,,
Andorra,10/03/2020 00:00,2020,March,0,,,
Argentina,10/03/2020 00:00,2020,March,5,0,,
Austria,10/03/2020 00:00,2020,March,51,,,
Belarus,10/03/2020 00:00,2020,March,3,,,
Belgium,10/03/2020 00:00,2020,March,28,,,
Bosnia and Herzegovina,10/03/2020 00:00,2020,March,2,,,
Brazil,10/03/2020 00:00,2020,March,6,,,
Bulgaria,10/03/2020 00:00,2020,March,0,,,
Canada,10/03/2020 00:00,2020,March,2,0,5,
Chile,10/03/2020 00:00,2020,March,5,,,
Colombia,10/03/2020 00:00,2020,March,2,,,
Costa Rica,10/03/2020 00:00,2020,March,0,,,
Croatia,10/03/2020 00:00,2020,March,2,,,
Cyprus,10/03/2020 00:00,2020,March,1,,0,
Czechia,10/03/2020 00:00,2020,March,10,,0,
Denmark,10/03/2020 00:00,2020,March,172,,,
Dominican Republic,10/03/2020 00:00,2020,March,0,,,
Ecuador,10/03/2020 00:00,2020,March,0,,,
Estonia,10/03/2020 00:00,2020,March,2,,2,
Finland,10/03/2020 00:00,2020,March,10,,,
France,10/03/2020 00:00,2020,March,372,8,,
Germany,10/03/2020 00:00,2020,March,281,0,,
Greece,10/03/2020 00:00,2020,March,16,,,
Hungary,10/03/2020 00:00,2020,March,0,,12,
Iceland,10/03/2020 00:00,2020,March,11,,0,
Ireland,10/03/2020 00:00,2020,March,13,,26,
Italy,10/03/2020 00:00,2020,March,977,168,5915,
Latvia,10/03/2020 00:00,2020,March,2,,,
Liechtenstein,10/03/2020 00:00,2020,March,0,,,
Lithuania,10/03/2020 00:00,2020,March,0,,,
Luxembourg,10/03/2020 00:00,2020,March,2,,,
Malta,10/03/2020 00:00,2020,March,2,,,
Mexico,10/03/2020 00:00,2020,March,0,,,
Moldova,10/03/2020 00:00,2020,March,2,,,
Monaco,10/03/2020 00:00,2020,March,0,,,
Netherlands,10/03/2020 00:00,2020,March,61,1,174,
North Macedonia,10/03/2020 00:00,2020,March,4,,,
Norway,10/03/2020 00:00,2020,March,195,,8,
Panama,10/03/2020 00:00,2020,March,1,,,
Paraguay,10/03/2020 00:00,2020,March,0,,,
Peru,10/03/2020 00:00,2020,March,4,,,
Poland,10/03/2020 00:00,2020,March,6,,,
Portugal,10/03/2020 00:00,2020,March,11,,40,
Romania,10/03/2020 00:00,2020,March,10,,,
Russia,10/03/2020 00:00,2020,March,3,,,
San Marino,10/03/2020 00:00,2020,March,15,1,,
Serbia,10/03/2020 00:00,2020,March,4,,,
Slovakia,10/03/2020 00:00,2020,March,4,,,
Slovenia,10/03/2020 00:00,2020,March,15,,18,
Spain,10/03/2020 00:00,2020,March,622,7,,
Sweden,10/03/2020 00:00,2020,March,98,1,14,
Switzerland,10/03/2020 00:00,2020,March,117,1,,
Ukraine,10/03/2020 00:00,2020,March,0,,,
United Kingdom,10/03/2020 00:00,2020,March,259,4,,
United States,10/03/2020 00:00,2020,March,188,6,,
Vatican,10/03/2020 00:00,2020,March,0,,,
Albania,11/03/2020 00:00,2020,March,2,1,,
Andorra,11/03/2020 00:00,2020,March,0,,,
Argentina,11/03/2020 00:00,2020,March,2,0,,
Austria,11/03/2020 00:00,2020,March,64,,,
Belarus,11/03/2020 00:00,2020,March,0,,,
Belgium,11/03/2020 00:00,2020,March,47,3,,
Bolivia,11/03/2020 00:00,2020,March,2,,,
Bosnia and Herzegovina,11/03/2020 00:00,2020,March,2,,,
Brazil,11/03/2020 00:00,2020,March,7,,,
Bulgaria,11/03/2020 00:00,2020,March,3,1,,
Canada,11/03/2020 00:00,2020,March,29,0,5,
Chile,11/03/2020 00:00,2020,March,10,,,
Colombia,11/03/2020 00:00,2020,March,6,,,
Costa Rica,11/03/2020 00:00,2020,March,4,,,
Croatia,11/03/2020 00:00,2020,March,5,,,
Cyprus,11/03/2020 00:00,2020,March,3,,0,
Czechia,11/03/2020 00:00,2020,March,50,,2,
Denmark,11/03/2020 00:00,2020,March,180,,,
Dominican Republic,11/03/2020 00:00,2020,March,0,,,
Ecuador,11/03/2020 00:00,2020,March,2,,,
Estonia,11/03/2020 00:00,2020,March,4,,2,
Finland,11/03/2020 00:00,2020,March,19,,,
France,11/03/2020 00:00,2020,March,510,15,,
Germany,11/03/2020 00:00,2020,March,451,1,,
Greece,11/03/2020 00:00,2020,March,10,1,,
Honduras,11/03/2020 00:00,2020,March,2,,,
Hungary,11/03/2020 00:00,2020,March,4,,13,
Iceland,11/03/2020 00:00,2020,March,16,,1,
Ireland,11/03/2020 00:00,2020,March,9,1,32,
Italy,11/03/2020 00:00,2020,March,2313,196,6866,
Jamaica,11/03/2020 00:00,2020,March,1,,,
Latvia,11/03/2020 00:00,2020,March,2,,,
Liechtenstein,11/03/2020 00:00,2020,March,0,,,
Lithuania,11/03/2020 00:00,2020,March,2,,,
Luxembourg,11/03/2020 00:00,2020,March,2,,,
Malta,11/03/2020 00:00,2020,March,1,,,
Mexico,11/03/2020 00:00,2020,March,1,,,
Moldova,11/03/2020 00:00,2020,March,0,,,
Monaco,11/03/2020 00:00,2020,March,0,,,
Netherlands,11/03/2020 00:00,2020,March,121,1,215,
North Macedonia,11/03/2020 00:00,2020,March,0,,,
Norway,11/03/2020 00:00,2020,March,198,,13,
Panama,11/03/2020 00:00,2020,March,7,1,,
Paraguay,11/03/2020 00:00,2020,March,4,,,
Peru,11/03/2020 00:00,2020,March,0,,,
Poland,11/03/2020 00:00,2020,March,9,,,
Portugal,11/03/2020 00:00,2020,March,18,,57,
Romania,11/03/2020 00:00,2020,March,20,,,
Russia,11/03/2020 00:00,2020,March,0,,,
San Marino,11/03/2020 00:00,2020,March,11,0,,
Serbia,11/03/2020 00:00,2020,March,7,,,
Slovakia,11/03/2020 00:00,2020,March,3,,,
Slovenia,11/03/2020 00:00,2020,March,26,,18,
Spain,11/03/2020 00:00,2020,March,582,19,,
Sweden,11/03/2020 00:00,2020,March,196,0,18,
Switzerland,11/03/2020 00:00,2020,March,161,1,,
Ukraine,11/03/2020 00:00,2020,March,0,,,
United Kingdom,11/03/2020 00:00,2020,March,412,0,,
United States,11/03/2020 00:00,2020,March,365,5,,
Vatican,11/03/2020 00:00,2020,March,0,,,
Albania,12/03/2020 00:00,2020,March,11,0,,
Andorra,12/03/2020 00:00,2020,March,0,,,
Argentina,12/03/2020 00:00,2020,March,0,0,,
Austria,12/03/2020 00:00,2020,March,56,1,,
Belarus,12/03/2020 00:00,2020,March,3,,,
Belgium,12/03/2020 00:00,2020,March,0,0,,
Bolivia,12/03/2020 00:00,2020,March,0,,,
Bosnia and Herzegovina,12/03/2020 00:00,2020,March,4,,,
Brazil,12/03/2020 00:00,2020,March,14,,,
Bulgaria,12/03/2020 00:00,2020,March,0,0,,
Canada,12/03/2020 00:00,2020,March,9,0,5,
Chile,12/03/2020 00:00,2020,March,0,,,
Colombia,12/03/2020 00:00,2020,March,0,,,
Costa Rica,12/03/2020 00:00,2020,March,9,,,
Croatia,12/03/2020 00:00,2020,March,0,,,
Cuba,12/03/2020 00:00,2020,March,3,,,
Cyprus,12/03/2020 00:00,2020,March,0,,0,
Czechia,12/03/2020 00:00,2020,March,3,,3,
Denmark,12/03/2020 00:00,2020,March,173,,,
Dominican Republic,12/03/2020 00:00,2020,March,0,,,
Ecuador,12/03/2020 00:00,2020,March,0,,,
Estonia,12/03/2020 00:00,2020,March,0,,1,
Finland,12/03/2020 00:00,2020,March,0,,,
France,12/03/2020 00:00,2020,March,0,0,,
Germany,12/03/2020 00:00,2020,March,170,0,,
Greece,12/03/2020 00:00,2020,March,0,0,,
Guyana,12/03/2020 00:00,2020,March,1,1,,
Honduras,12/03/2020 00:00,2020,March,0,,,
Hungary,12/03/2020 00:00,2020,March,0,,16,
Iceland,12/03/2020 00:00,2020,March,18,,2,
Ireland,12/03/2020 00:00,2020,March,0,0,44,
Italy,12/03/2020 00:00,2020,March,2651,189,7803,
Jamaica,12/03/2020 00:00,2020,March,1,,,
Latvia,12/03/2020 00:00,2020,March,0,,,
Liechtenstein,12/03/2020 00:00,2020,March,0,,,
Lithuania,12/03/2020 00:00,2020,March,0,,,
Luxembourg,12/03/2020 00:00,2020,March,12,,,
Malta,12/03/2020 00:00,2020,March,0,,,
Mexico,12/03/2020 00:00,2020,March,4,,,
Moldova,12/03/2020 00:00,2020,March,0,,,
Monaco,12/03/2020 00:00,2020,March,1,,,
Netherlands,12/03/2020 00:00,2020,March,0,0,283,
North Macedonia,12/03/2020 00:00,2020,March,0,,,
Norway,12/03/2020 00:00,2020,March,104,,23,
Panama,12/03/2020 00:00,2020,March,3,0,,
Paraguay,12/03/2020 00:00,2020,March,0,,,
Peru,12/03/2020 00:00,2020,March,4,,,
Poland,12/03/2020 00:00,2020,March,18,1,,
Portugal,12/03/2020 00:00,2020,March,0,,69,
Romania,12/03/2020 00:00,2020,March,4,,,
Russia,12/03/2020 00:00,2020,March,8,,,
San Marino,12/03/2020 00:00,2020,March,7,1,,
Serbia,12/03/2020 00:00,2020,March,7,,,
Slovakia,12/03/2020 00:00,2020,March,6,,,
Slovenia,12/03/2020 00:00,2020,March,32,,17,
Spain,12/03/2020 00:00,2020,March,0,1,,
Sweden,12/03/2020 00:00,2020,March,151,1,15,
Switzerland,12/03/2020 00:00,2020,March,0,0,,
Ukraine,12/03/2020 00:00,2020,March,0,,,
United Kingdom,12/03/2020 00:00,2020,March,489,2,,
United States,12/03/2020 00:00,2020,March,439,10,,
Vatican,12/03/2020 00:00,2020,March,0,,,
Albania,13/03/2020 00:00,2020,March,10,0,,
Andorra,13/03/2020 00:00,2020,March,0,,,
Antigua and Barbuda,13/03/2020 00:00,2020,March,1,,,
