Location,Date,Year,Month,NewCases,NewDeaths,HospitalPatients,Vaccinations
Malta,12/08/2021 00:00,2021,August,51,0,42,1830
Mexico,12/08/2021 00:00,2021,August,24975,608,,785400
Moldova,12/08/2021 00:00,2021,August,268,3,,
Monaco,12/08/2021 00:00,2021,August,5,0,,
Montenegro,12/08/2021 00:00,2021,August,389,1,,2446
Netherlands,12/08/2021 00:00,2021,August,2808,9,439,
Nicaragua,12/08/2021 00:00,2021,August,0,0,,
North Macedonia,12/08/2021 00:00,2021,August,639,6,,16884
Norway,12/08/2021 00:00,2021,August,574,0,31,103703
Panama,12/08/2021 00:00,2021,August,956,8,,75165
Paraguay,12/08/2021 00:00,2021,August,227,20,,116389
Peru,12/08/2021 00:00,2021,August,1502,63,,117270
Poland,12/08/2021 00:00,2021,August,223,2,313,91446
Portugal,12/08/2021 00:00,2021,August,2708,11,754,92612
Romania,12/08/2021 00:00,2021,August,371,3,,13683
Russia,12/08/2021 00:00,2021,August,21311,788,,633704
Saint Kitts and Nevis,12/08/2021 00:00,2021,August,0,0,,
Saint Lucia,12/08/2021 00:00,2021,August,130,1,,268
Saint Vincent and the Grenadines,12/08/2021 00:00,2021,August,1,0,,
San Marino,12/08/2021 00:00,2021,August,7,0,,
Serbia,12/08/2021 00:00,2021,August,983,1,823,8479
Slovakia,12/08/2021 00:00,2021,August,95,0,30,12917
Slovenia,12/08/2021 00:00,2021,August,248,0,40,10179
Spain,12/08/2021 00:00,2021,August,17410,87,9478,470093
Suriname,12/08/2021 00:00,2021,August,96,1,,1319
Sweden,12/08/2021 00:00,2021,August,1055,0,163,
Switzerland,12/08/2021 00:00,2021,August,2127,2,353,26816
Trinidad and Tobago,12/08/2021 00:00,2021,August,318,8,,22019
Ukraine,12/08/2021 00:00,2021,August,1868,44,,163310
United Kingdom,12/08/2021 00:00,2021,August,32885,95,5959,236943
United States,12/08/2021 00:00,2021,August,142194,1012,76968,793177
Uruguay,12/08/2021 00:00,2021,August,124,5,,21388
Vatican,12/08/2021 00:00,2021,August,0,,,
Venezuela,12/08/2021 00:00,2021,August,1969,31,,
Albania,13/08/2021 00:00,2021,August,379,1,,
Andorra,13/08/2021 00:00,2021,August,16,0,,
Antigua and Barbuda,13/08/2021 00:00,2021,August,0,0,,
Argentina,13/08/2021 00:00,2021,August,8472,246,,275539
Aruba,13/08/2021 00:00,2021,August,0,,,495
Austria,13/08/2021 00:00,2021,August,1005,0,158,26249
Bahamas,13/08/2021 00:00,2021,August,0,0,,
Barbados,13/08/2021 00:00,2021,August,6,0,,947
Belarus,13/08/2021 00:00,2021,August,1425,10,,
Belgium,13/08/2021 00:00,2021,August,2014,2,496,61273
Belize,13/08/2021 00:00,2021,August,109,0,,3361
Bolivia,13/08/2021 00:00,2021,August,1402,43,,
Bosnia and Herzegovina,13/08/2021 00:00,2021,August,241,3,,
Brazil,13/08/2021 00:00,2021,August,33933,966,,
Bulgaria,13/08/2021 00:00,2021,August,1047,11,1264,10475
Canada,13/08/2021 00:00,2021,August,2317,6,583,147226
Chile,13/08/2021 00:00,2021,August,833,44,,148365
Colombia,13/08/2021 00:00,2021,August,4027,124,,177088
Costa Rica,13/08/2021 00:00,2021,August,1821,12,,
Croatia,13/08/2021 00:00,2021,August,308,2,199,8475
Cuba,13/08/2021 00:00,2021,August,8312,85,,175566
Cyprus,13/08/2021 00:00,2021,August,402,3,259,6395
Czechia,13/08/2021 00:00,2021,August,193,0,56,48781
Denmark,13/08/2021 00:00,2021,August,1056,3,101,53389
Dominica,13/08/2021 00:00,2021,August,0,,,
Dominican Republic,13/08/2021 00:00,2021,August,312,1,,36765
Ecuador,13/08/2021 00:00,2021,August,0,0,,199088
El Salvador,13/08/2021 00:00,2021,August,0,10,,97931
Estonia,13/08/2021 00:00,2021,August,272,0,83,5905
Finland,13/08/2021 00:00,2021,August,926,1,88,
France,13/08/2021 00:00,2021,August,27747,94,9546,526880
Germany,13/08/2021 00:00,2021,August,5536,11,,425377
Greece,13/08/2021 00:00,2021,August,3493,24,,28807
Grenada,13/08/2021 00:00,2021,August,0,0,,
Guatemala,13/08/2021 00:00,2021,August,4216,46,,111221
Guyana,13/08/2021 00:00,2021,August,100,1,,3506
Haiti,13/08/2021 00:00,2021,August,0,0,,
Honduras,13/08/2021 00:00,2021,August,4043,63,,
Hungary,13/08/2021 00:00,2021,August,104,1,83,
Iceland,13/08/2021 00:00,2021,August,130,0,30,
Ireland,13/08/2021 00:00,2021,August,1978,0,221,23950
Italy,13/08/2021 00:00,2021,August,7398,45,3402,295414
Jamaica,13/08/2021 00:00,2021,August,544,8,,
Kosovo,13/08/2021 00:00,2021,August,1128,3,,
Latvia,13/08/2021 00:00,2021,August,127,0,52,6566
Liechtenstein,13/08/2021 00:00,2021,August,8,0,,310
Lithuania,13/08/2021 00:00,2021,August,574,2,308,19698
Luxembourg,13/08/2021 00:00,2021,August,50,1,20,1816
Malta,13/08/2021 00:00,2021,August,101,0,36,1383
Mexico,13/08/2021 00:00,2021,August,22758,603,,1031029
Moldova,13/08/2021 00:00,2021,August,283,3,,
Monaco,13/08/2021 00:00,2021,August,15,0,,
Montenegro,13/08/2021 00:00,2021,August,354,0,,2315
Netherlands,13/08/2021 00:00,2021,August,2962,8,450,
Nicaragua,13/08/2021 00:00,2021,August,0,0,,
North Macedonia,13/08/2021 00:00,2021,August,663,5,,
Norway,13/08/2021 00:00,2021,August,872,1,25,45058
Panama,13/08/2021 00:00,2021,August,758,7,,126237
Paraguay,13/08/2021 00:00,2021,August,193,19,,77103
Peru,13/08/2021 00:00,2021,August,1319,70,,117025
Poland,13/08/2021 00:00,2021,August,194,6,309,
Portugal,13/08/2021 00:00,2021,August,2598,12,732,91203
Romania,13/08/2021 00:00,2021,August,383,3,,14709
Russia,13/08/2021 00:00,2021,August,21661,795,,2389472
Saint Kitts and Nevis,13/08/2021 00:00,2021,August,6,0,,626
Saint Lucia,13/08/2021 00:00,2021,August,82,0,,218
Saint Vincent and the Grenadines,13/08/2021 00:00,2021,August,1,0,,
San Marino,13/08/2021 00:00,2021,August,5,0,,
Serbia,13/08/2021 00:00,2021,August,1072,6,831,8271
Slovakia,13/08/2021 00:00,2021,August,85,0,31,13415
Slovenia,13/08/2021 00:00,2021,August,201,0,42,8639
Spain,13/08/2021 00:00,2021,August,15657,63,9308,
Suriname,13/08/2021 00:00,2021,August,115,4,,3680
Sweden,13/08/2021 00:00,2021,August,1035,0,171,
Switzerland,13/08/2021 00:00,2021,August,2100,1,378,28616
Trinidad and Tobago,13/08/2021 00:00,2021,August,321,8,,18917
Ukraine,13/08/2021 00:00,2021,August,1879,64,,161792
United Kingdom,13/08/2021 00:00,2021,August,32539,100,5987,212075
United States,13/08/2021 00:00,2021,August,229844,1056,78580,935609
Uruguay,13/08/2021 00:00,2021,August,104,2,,18409
Vatican,13/08/2021 00:00,2021,August,0,,,
Venezuela,13/08/2021 00:00,2021,August,885,17,,
Albania,14/08/2021 00:00,2021,August,410,2,,
Andorra,14/08/2021 00:00,2021,August,0,0,,
Antigua and Barbuda,14/08/2021 00:00,2021,August,6,0,,
Argentina,14/08/2021 00:00,2021,August,6183,121,,349866
Austria,14/08/2021 00:00,2021,August,951,1,167,18276
Bahamas,14/08/2021 00:00,2021,August,0,0,,
Barbados,14/08/2021 00:00,2021,August,10,0,,29
Belarus,14/08/2021 00:00,2021,August,1151,11,,
Belgium,14/08/2021 00:00,2021,August,0,0,495,27568
Belize,14/08/2021 00:00,2021,August,0,0,,
Bolivia,14/08/2021 00:00,2021,August,0,0,,
Bosnia and Herzegovina,14/08/2021 00:00,2021,August,0,0,,
Brazil,14/08/2021 00:00,2021,August,31142,926,,
Bulgaria,14/08/2021 00:00,2021,August,623,7,1404,3504
Canada,14/08/2021 00:00,2021,August,868,3,600,113319
Chile,14/08/2021 00:00,2021,August,865,44,,4770
Colombia,14/08/2021 00:00,2021,August,4007,135,,216325
Costa Rica,14/08/2021 00:00,2021,August,0,0,,
Croatia,14/08/2021 00:00,2021,August,367,2,192,
Cuba,14/08/2021 00:00,2021,August,8816,83,,223187
Curacao,14/08/2021 00:00,2021,August,0,,,819
Cyprus,14/08/2021 00:00,2021,August,419,2,244,
Czechia,14/08/2021 00:00,2021,August,212,1,59,12953
Denmark,14/08/2021 00:00,2021,August,927,1,94,39758
Dominica,14/08/2021 00:00,2021,August,164,,,
Dominican Republic,14/08/2021 00:00,2021,August,323,0,,13826
Ecuador,14/08/2021 00:00,2021,August,0,0,,103756
El Salvador,14/08/2021 00:00,2021,August,0,12,,
Estonia,14/08/2021 00:00,2021,August,290,0,91,4572
Finland,14/08/2021 00:00,2021,August,765,4,88,62967
France,14/08/2021 00:00,2021,August,24427,53,9648,342935
Germany,14/08/2021 00:00,2021,August,4675,3,,195882
Greece,14/08/2021 00:00,2021,August,3270,24,,23071
Grenada,14/08/2021 00:00,2021,August,0,0,,
Guatemala,14/08/2021 00:00,2021,August,4167,79,,44833
Guyana,14/08/2021 00:00,2021,August,111,3,,
Haiti,14/08/2021 00:00,2021,August,0,0,,
Honduras,14/08/2021 00:00,2021,August,0,0,,
Hungary,14/08/2021 00:00,2021,August,0,0,83,
Iceland,14/08/2021 00:00,2021,August,82,0,30,
Ireland,14/08/2021 00:00,2021,August,2074,0,230,20598
Italy,14/08/2021 00:00,2021,August,7181,34,3473,128643
Jamaica,14/08/2021 00:00,2021,August,580,9,,
Kosovo,14/08/2021 00:00,2021,August,1370,1,,
Latvia,14/08/2021 00:00,2021,August,108,0,50,3909
Liechtenstein,14/08/2021 00:00,2021,August,10,0,,0
Lithuania,14/08/2021 00:00,2021,August,599,6,328,3691
Luxembourg,14/08/2021 00:00,2021,August,0,0,20,2073
Malta,14/08/2021 00:00,2021,August,94,1,38,643
Mexico,14/08/2021 00:00,2021,August,23642,753,,977450
Moldova,14/08/2021 00:00,2021,August,140,3,,
Monaco,14/08/2021 00:00,2021,August,3,0,,
Montenegro,14/08/2021 00:00,2021,August,394,2,,2261
Netherlands,14/08/2021 00:00,2021,August,2581,8,454,
Nicaragua,14/08/2021 00:00,2021,August,0,0,,
North Macedonia,14/08/2021 00:00,2021,August,788,10,,
Norway,14/08/2021 00:00,2021,August,268,0,,2565
Panama,14/08/2021 00:00,2021,August,852,8,,
Paraguay,14/08/2021 00:00,2021,August,105,18,,79299
Peru,14/08/2021 00:00,2021,August,1497,61,,233211
Poland,14/08/2021 00:00,2021,August,211,2,315,
Portugal,14/08/2021 00:00,2021,August,2571,12,727,118368
Romania,14/08/2021 00:00,2021,August,408,5,,9573
Russia,14/08/2021 00:00,2021,August,21531,799,,1862380
Saint Kitts and Nevis,14/08/2021 00:00,2021,August,6,0,,
Saint Lucia,14/08/2021 00:00,2021,August,93,0,,
Saint Vincent and the Grenadines,14/08/2021 00:00,2021,August,0,0,,
San Marino,14/08/2021 00:00,2021,August,0,0,,
Serbia,14/08/2021 00:00,2021,August,1005,5,849,
Slovakia,14/08/2021 00:00,2021,August,128,0,45,7007
Slovenia,14/08/2021 00:00,2021,August,265,0,42,927
Spain,14/08/2021 00:00,2021,August,0,0,,
Suriname,14/08/2021 00:00,2021,August,106,4,,4055
Sweden,14/08/2021 00:00,2021,August,0,0,171,
Switzerland,14/08/2021 00:00,2021,August,0,2,396,10482
Trinidad and Tobago,14/08/2021 00:00,2021,August,148,6,,13104
Ukraine,14/08/2021 00:00,2021,August,1966,41,,76148
United Kingdom,14/08/2021 00:00,2021,August,29226,94,5884,246187
United States,14/08/2021 00:00,2021,August,49432,254,79622,616697
Uruguay,14/08/2021 00:00,2021,August,111,3,,2113
Vatican,14/08/2021 00:00,2021,August,0,,,
Venezuela,14/08/2021 00:00,2021,August,851,8,,
Albania,15/08/2021 00:00,2021,August,397,1,,
Andorra,15/08/2021 00:00,2021,August,0,0,,
Antigua and Barbuda,15/08/2021 00:00,2021,August,19,0,,
Argentina,15/08/2021 00:00,2021,August,3727,105,,253797
Austria,15/08/2021 00:00,2021,August,891,2,182,9145
Bahamas,15/08/2021 00:00,2021,August,0,0,,
Barbados,15/08/2021 00:00,2021,August,0,0,,655
Belarus,15/08/2021 00:00,2021,August,1305,11,,
Belgium,15/08/2021 00:00,2021,August,0,0,513,1915
Belize,15/08/2021 00:00,2021,August,0,0,,
Bolivia,15/08/2021 00:00,2021,August,797,33,,
Bosnia and Herzegovina,15/08/2021 00:00,2021,August,0,0,,
Brazil,15/08/2021 00:00,2021,August,13957,270,,1185971
Bulgaria,15/08/2021 00:00,2021,August,272,5,1490,2186
Canada,15/08/2021 00:00,2021,August,744,-1,559,95262
Chile,15/08/2021 00:00,2021,August,899,49,,513
Colombia,15/08/2021 00:00,2021,August,3132,103,,95948
Costa Rica,15/08/2021 00:00,2021,August,0,0,,
Croatia,15/08/2021 00:00,2021,August,298,1,192,
Cuba,15/08/2021 00:00,2021,August,8636,98,,437983
Cyprus,15/08/2021 00:00,2021,August,401,1,240,
Czechia,15/08/2021 00:00,2021,August,142,0,61,12302
Denmark,15/08/2021 00:00,2021,August,850,1,107,42034
Dominica,15/08/2021 00:00,2021,August,367,,,
Dominican Republic,15/08/2021 00:00,2021,August,216,4,,4956
Ecuador,15/08/2021 00:00,2021,August,0,0,,65180
El Salvador,15/08/2021 00:00,2021,August,0,8,,
Estonia,15/08/2021 00:00,2021,August,202,0,86,2358
Finland,15/08/2021 00:00,2021,August,535,1,88,41812
France,15/08/2021 00:00,2021,August,21269,44,9798,88372
Germany,15/08/2021 00:00,2021,August,3732,4,,118452
Greece,15/08/2021 00:00,2021,August,1888,17,,429
Grenada,15/08/2021 00:00,2021,August,0,0,,
Guatemala,15/08/2021 00:00,2021,August,1309,70,,26789
Guyana,15/08/2021 00:00,2021,August,106,1,,
Haiti,15/08/2021 00:00,2021,August,0,0,,
Honduras,15/08/2021 00:00,2021,August,0,0,,
Hungary,15/08/2021 00:00,2021,August,0,0,83,
Iceland,15/08/2021 00:00,2021,August,64,0,30,
Ireland,15/08/2021 00:00,2021,August,1758,0,248,33320
Italy,15/08/2021 00:00,2021,August,5661,19,3546,52818
Jamaica,15/08/2021 00:00,2021,August,656,15,,
Kosovo,15/08/2021 00:00,2021,August,1096,4,,
Latvia,15/08/2021 00:00,2021,August,73,0,58,1268
Liechtenstein,15/08/2021 00:00,2021,August,6,0,,0
Lithuania,15/08/2021 00:00,2021,August,464,5,334,865
Luxembourg,15/08/2021 00:00,2021,August,0,0,25,
Malta,15/08/2021 00:00,2021,August,51,0,38,103
Mexico,15/08/2021 00:00,2021,August,0,0,,807193
Moldova,15/08/2021 00:00,2021,August,97,4,,
Monaco,15/08/2021 00:00,2021,August,1,0,,
Montenegro,15/08/2021 00:00,2021,August,446,2,,1117
Netherlands,15/08/2021 00:00,2021,August,2398,6,471,
Nicaragua,15/08/2021 00:00,2021,August,0,0,,
North Macedonia,15/08/2021 00:00,2021,August,805,10,,
Norway,15/08/2021 00:00,2021,August,449,0,,1206
Panama,15/08/2021 00:00,2021,August,563,4,,
Paraguay,15/08/2021 00:00,2021,August,106,19,,44902
Peru,15/08/2021 00:00,2021,August,978,53,,195903
Poland,15/08/2021 00:00,2021,August,148,0,317,21244
Portugal,15/08/2021 00:00,2021,August,2217,13,744,103719
Romania,15/08/2021 00:00,2021,August,323,6,,5559
Russia,15/08/2021 00:00,2021,August,21010,800,,268500
Saint Kitts and Nevis,15/08/2021 00:00,2021,August,13,0,,
Saint Lucia,15/08/2021 00:00,2021,August,79,0,,
Saint Vincent and the Grenadines,15/08/2021 00:00,2021,August,6,0,,
San Marino,15/08/2021 00:00,2021,August,0,0,,
Serbia,15/08/2021 00:00,2021,August,817,4,856,
Slovakia,15/08/2021 00:00,2021,August,95,0,45,5419
Slovenia,15/08/2021 00:00,2021,August,95,0,43,106
Spain,15/08/2021 00:00,2021,August,0,0,,
Suriname,15/08/2021 00:00,2021,August,54,3,,2360
Sweden,15/08/2021 00:00,2021,August,0,0,173,
Switzerland,15/08/2021 00:00,2021,August,0,3,409,582
Trinidad and Tobago,15/08/2021 00:00,2021,August,190,7,,18730
Ukraine,15/08/2021 00:00,2021,August,1309,33,,51068
United Kingdom,15/08/2021 00:00,2021,August,26484,59,6046,157640
United States,15/08/2021 00:00,2021,August,42065,176,81624,393153
Uruguay,15/08/2021 00:00,2021,August,80,2,,51
Vatican,15/08/2021 00:00,2021,August,0,,,
Venezuela,15/08/2021 00:00,2021,August,909,10,,
Albania,16/08/2021 00:00,2021,August,200,2,,9556
Andorra,16/08/2021 00:00,2021,August,30,0,,
Antigua and Barbuda,16/08/2021 00:00,2021,August,0,0,,
Argentina,16/08/2021 00:00,2021,August,3636,64,,167557
Austria,16/08/2021 00:00,2021,August,774,1,193,23213
Bahamas,16/08/2021 00:00,2021,August,527,2,,
Barbados,16/08/2021 00:00,2021,August,23,0,,519
Belarus,16/08/2021 00:00,2021,August,894,9,,
Belgium,16/08/2021 00:00,2021,August,5010,12,550,39710
Belize,16/08/2021 00:00,2021,August,163,0,,
Bolivia,16/08/2021 00:00,2021,August,0,0,,
Bosnia and Herzegovina,16/08/2021 00:00,2021,August,495,10,,
Brazil,16/08/2021 00:00,2021,August,14471,434,,3518987
Bulgaria,16/08/2021 00:00,2021,August,1301,32,1548,9135
Canada,16/08/2021 00:00,2021,August,4546,4,597,170592
Chile,16/08/2021 00:00,2021,August,740,40,,219302
Colombia,16/08/2021 00:00,2021,August,3161,121,,
Costa Rica,16/08/2021 00:00,2021,August,3854,44,,
Croatia,16/08/2021 00:00,2021,August,46,2,212,6442
Cuba,16/08/2021 00:00,2021,August,9169,65,,154757
Cyprus,16/08/2021 00:00,2021,August,165,0,234,
Czechia,16/08/2021 00:00,2021,August,75,2,74,41895
Denmark,16/08/2021 00:00,2021,August,964,0,117,51459
Dominica,16/08/2021 00:00,2021,August,10,,,
Dominican Republic,16/08/2021 00:00,2021,August,283,5,,1333
Ecuador,16/08/2021 00:00,2021,August,0,0,,377032
El Salvador,16/08/2021 00:00,2021,August,0,5,,
Estonia,16/08/2021 00:00,2021,August,163,0,89,5372
Faeroe Islands,16/08/2021 00:00,2021,August,0,,,475
Finland,16/08/2021 00:00,2021,August,451,0,106,11114
France,16/08/2021 00:00,2021,August,13397,130,10151,504090
Germany,16/08/2021 00:00,2021,August,3549,27,,266336
Greece,16/08/2021 00:00,2021,August,2212,14,,29609
Grenada,16/08/2021 00:00,2021,August,8,0,,
Guatemala,16/08/2021 00:00,2021,August,757,34,,66575
Guyana,16/08/2021 00:00,2021,August,14,4,,
Haiti,16/08/2021 00:00,2021,August,49,0,,
Honduras,16/08/2021 00:00,2021,August,3596,67,,
Hungary,16/08/2021 00:00,2021,August,188,3,92,
Iceland,16/08/2021 00:00,2021,August,56,0,30,
Ireland,16/08/2021 00:00,2021,August,1441,0,262,39893
Italy,16/08/2021 00:00,2021,August,3669,24,3738,235071
Jamaica,16/08/2021 00:00,2021,August,513,11,,
Kosovo,16/08/2021 00:00,2021,August,740,2,,
Latvia,16/08/2021 00:00,2021,August,49,2,57,4795
Liechtenstein,16/08/2021 00:00,2021,August,14,0,,289
Lithuania,16/08/2021 00:00,2021,August,360,1,349,20186
Luxembourg,16/08/2021 00:00,2021,August,95,0,27,
Malta,16/08/2021 00:00,2021,August,43,1,43,1286
Mexico,16/08/2021 00:00,2021,August,16467,485,,638029
Moldova,16/08/2021 00:00,2021,August,200,5,,
Monaco,16/08/2021 00:00,2021,August,15,0,,
Montenegro,16/08/2021 00:00,2021,August,297,2,,739
Netherlands,16/08/2021 00:00,2021,August,2318,9,504,
Nicaragua,16/08/2021 00:00,2021,August,0,0,,
North Macedonia,16/08/2021 00:00,2021,August,293,8,,
Norway,16/08/2021 00:00,2021,August,530,1,29,33364
Panama,16/08/2021 00:00,2021,August,444,11,,
Paraguay,16/08/2021 00:00,2021,August,147,16,,115223
Peru,16/08/2021 00:00,2021,August,0,0,,79872
Poland,16/08/2021 00:00,2021,August,128,0,317,43515
Portugal,16/08/2021 00:00,2021,August,1135,11,768,75485
Romania,16/08/2021 00:00,2021,August,286,5,,11872
Russia,16/08/2021 00:00,2021,August,20154,789,,345541
Saint Kitts and Nevis,16/08/2021 00:00,2021,August,0,0,,
Saint Lucia,16/08/2021 00:00,2021,August,109,0,,
Saint Vincent and the Grenadines,16/08/2021 00:00,2021,August,0,0,,
San Marino,16/08/2021 00:00,2021,August,9,0,,
Serbia,16/08/2021 00:00,2021,August,1288,7,868,8053
Slovakia,16/08/2021 00:00,2021,August,28,0,45,10108
Slovenia,16/08/2021 00:00,2021,August,56,0,45,6050
Spain,16/08/2021 00:00,2021,August,25726,125,9356,304868
Suriname,16/08/2021 00:00,2021,August,48,2,,2370
Sweden,16/08/2021 00:00,2021,August,0,0,184,
Switzerland,16/08/2021 00:00,2021,August,5579,4,533,22968
Trinidad and Tobago,16/08/2021 00:00,2021,August,89,8,,13799
Ukraine,16/08/2021 00:00,2021,August,1028,31,,123637
United Kingdom,16/08/2021 00:00,2021,August,28358,27,6383,174106
United States,16/08/2021 00:00,2021,August,219428,1053,84313,858509
Uruguay,16/08/2021 00:00,2021,August,95,1,,51248
Vatican,16/08/2021 00:00,2021,August,0,,,
Venezuela,16/08/2021 00:00,2021,August,861,16,,
Albania,17/08/2021 00:00,2021,August,451,2,,9585
Andorra,17/08/2021 00:00,2021,August,6,0,,
Antigua and Barbuda,17/08/2021 00:00,2021,August,0,0,,
Argentina,17/08/2021 00:00,2021,August,8172,300,,132681
Aruba,17/08/2021 00:00,2021,August,0,,,573
Austria,17/08/2021 00:00,2021,August,866,0,214,24968
Bahamas,17/08/2021 00:00,2021,August,0,0,,
Barbados,17/08/2021 00:00,2021,August,33,0,,1034
Belarus,17/08/2021 00:00,2021,August,597,12,,
Belgium,17/08/2021 00:00,2021,August,1741,0,570,46039
Belize,17/08/2021 00:00,2021,August,98,3,,1385
Bolivia,17/08/2021 00:00,2021,August,1303,37,,
Bosnia and Herzegovina,17/08/2021 00:00,2021,August,276,5,,
Brazil,17/08/2021 00:00,2021,August,37613,1106,,1595443
Bulgaria,17/08/2021 00:00,2021,August,1405,19,1658,12209
Canada,17/08/2021 00:00,2021,August,1862,15,687,137324
Chile,17/08/2021 00:00,2021,August,398,18,,239542
Colombia,17/08/2021 00:00,2021,August,3247,108,,
Costa Rica,17/08/2021 00:00,2021,August,1932,14,,
Croatia,17/08/2021 00:00,2021,August,341,3,220,6054
Cuba,17/08/2021 00:00,2021,August,9772,68,,61627
Cyprus,17/08/2021 00:00,2021,August,381,5,232,4613
Czechia,17/08/2021 00:00,2021,August,221,1,74,34667
Denmark,17/08/2021 00:00,2021,August,895,2,101,44765
Dominica,17/08/2021 00:00,2021,August,0,,,
Dominican Republic,17/08/2021 00:00,2021,August,51,0,,39245
Ecuador,17/08/2021 00:00,2021,August,0,0,,408315
El Salvador,17/08/2021 00:00,2021,August,0,10,,92266
Estonia,17/08/2021 00:00,2021,August,359,0,91,4879
Faeroe Islands,17/08/2021 00:00,2021,August,0,,,257
Finland,17/08/2021 00:00,2021,August,665,3,104,15353
France,17/08/2021 00:00,2021,August,25123,124,10219,552209
Germany,17/08/2021 00:00,2021,August,5391,22,,362503
Greece,17/08/2021 00:00,2021,August,4412,16,,29128
Greenland,17/08/2021 00:00,2021,August,0,,,46
Grenada,17/08/2021 00:00,2021,August,0,0,,
Guatemala,17/08/2021 00:00,2021,August,3823,30,,108158
Guyana,17/08/2021 00:00,2021,August,100,4,,
Haiti,17/08/2021 00:00,2021,August,0,0,,
Honduras,17/08/2021 00:00,2021,August,1844,56,,
Hungary,17/08/2021 00:00,2021,August,45,1,85,
Iceland,17/08/2021 00:00,2021,August,104,0,25,
Ireland,17/08/2021 00:00,2021,August,1496,0,248,41298
Isle of Man,17/08/2021 00:00,2021,August,0,,,30
Italy,17/08/2021 00:00,2021,August,5268,54,3895,251151
Jamaica,17/08/2021 00:00,2021,August,630,9,,
Kosovo,17/08/2021 00:00,2021,August,1765,5,,
Latvia,17/08/2021 00:00,2021,August,154,2,57,6036
Liechtenstein,17/08/2021 00:00,2021,August,12,0,,285
Lithuania,17/08/2021 00:00,2021,August,596,6,370,17102
Luxembourg,17/08/2021 00:00,2021,August,89,0,27,1469
Malta,17/08/2021 00:00,2021,August,54,2,41,1179
Mexico,17/08/2021 00:00,2021,August,14814,877,,348015
Moldova,17/08/2021 00:00,2021,August,345,7,,
Monaco,17/08/2021 00:00,2021,August,6,0,,
Montenegro,17/08/2021 00:00,2021,August,548,5,,2255
Netherlands,17/08/2021 00:00,2021,August,2537,7,488,
Nicaragua,17/08/2021 00:00,2021,August,0,0,,
North Macedonia,17/08/2021 00:00,2021,August,995,14,,18806
Norway,17/08/2021 00:00,2021,August,747,1,32,49470
Panama,17/08/2021 00:00,2021,August,656,8,,
Paraguay,17/08/2021 00:00,2021,August,181,18,,95137
Peru,17/08/2021 00:00,2021,August,2015,146,,100673
Poland,17/08/2021 00:00,2021,August,215,7,335,54486
Portugal,17/08/2021 00:00,2021,August,2118,11,744,98548
Romania,17/08/2021 00:00,2021,August,544,6,,13388
Russia,17/08/2021 00:00,2021,August,20349,785,,490963
Saint Kitts and Nevis,17/08/2021 00:00,2021,August,26,0,,
Saint Lucia,17/08/2021 00:00,2021,August,0,0,,
Saint Vincent and the Grenadines,17/08/2021 00:00,2021,August,6,0,,
San Marino,17/08/2021 00:00,2021,August,7,0,,2
Serbia,17/08/2021 00:00,2021,August,1484,3,879,8814
Slovakia,17/08/2021 00:00,2021,August,119,2,46,8857
Slovenia,17/08/2021 00:00,2021,August,320,0,49,7286
Spain,17/08/2021 00:00,2021,August,14336,144,9191,469973
Suriname,17/08/2021 00:00,2021,August,161,4,,2836
Sweden,17/08/2021 00:00,2021,August,2811,1,187,
Switzerland,17/08/2021 00:00,2021,August,3152,2,594,23874
Trinidad and Tobago,17/08/2021 00:00,2021,August,278,8,,13215
Ukraine,17/08/2021 00:00,2021,August,1499,47,,118594
United Kingdom,17/08/2021 00:00,2021,August,26709,170,6407,189699
United States,17/08/2021 00:00,2021,August,152800,1027,86744,909460
Uruguay,17/08/2021 00:00,2021,August,118,3,,56545
Vatican,17/08/2021 00:00,2021,August,0,,,
Venezuela,17/08/2021 00:00,2021,August,0,0,,
Albania,18/08/2021 00:00,2021,August,477,3,,
Andorra,18/08/2021 00:00,2021,August,16,0,,
Antigua and Barbuda,18/08/2021 00:00,2021,August,24,0,,
Argentina,18/08/2021 00:00,2021,August,9764,247,,292587
Aruba,18/08/2021 00:00,2021,August,0,,,424
Austria,18/08/2021 00:00,2021,August,1221,0,226,25553
Bahamas,18/08/2021 00:00,2021,August,0,0,,
Barbados,18/08/2021 00:00,2021,August,13,0,,756
Belarus,18/08/2021 00:00,2021,August,1061,12,,
Belgium,18/08/2021 00:00,2021,August,2746,6,592,51809
Belize,18/08/2021 00:00,2021,August,74,0,,1549
Bolivia,18/08/2021 00:00,2021,August,715,14,,57947
Bosnia and Herzegovina,18/08/2021 00:00,2021,August,420,2,,
Brazil,18/08/2021 00:00,2021,August,41714,1064,,1988146
Bulgaria,18/08/2021 00:00,2021,August,1387,16,1832,12789
Canada,18/08/2021 00:00,2021,August,2356,42,706,124459
Chile,18/08/2021 00:00,2021,August,501,18,,190493
Colombia,18/08/2021 00:00,2021,August,3154,93,,270322
Costa Rica,18/08/2021 00:00,2021,August,2195,15,,
Croatia,18/08/2021 00:00,2021,August,524,3,235,8928
Cuba,18/08/2021 00:00,2021,August,8666,84,,33686
Curacao,18/08/2021 00:00,2021,August,0,,,599
Cyprus,18/08/2021 00:00,2021,August,412,3,223,4597
Czechia,18/08/2021 00:00,2021,August,299,2,78,46063
Denmark,18/08/2021 00:00,2021,August,1209,0,105,42036
